,Год,Дивиденд (руб.),Изм. к пред. году,page_url,ticker
3,2022,3.44,+20.28%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
4,2021,2.86,+177.67%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
5,2020,1.03,-63.99%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
6,2019,2.86,0%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
7,2018,2.86,+121.71%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
8,2017,1.29,+34.38%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
9,2016,0.96,,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
10,2015,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
11,2014,0.58,+41.46%,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
12,2013,0.41,,https://www.dohod.ru/ik/analytics/dividend/abrd,ABRD
0,след 12m. (прогноз),383.33,+267.6%,https://www.dohod.ru/ik/analytics/dividend/dias,DIAS
1,2024,104.28,,https://www.dohod.ru/ik/analytics/dividend/dias,DIAS
0,след 12m. (прогноз),89.0,0%,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
1,2024,89.0,+96.08%,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
2,2023,45.39,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
3,2022,0.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
4,2021,0.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
5,2020,0.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
6,2019,0.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
7,2018,0.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
8,2017,0.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
9,2016,0.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
10,2015,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
11,2014,52.52,0%,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
12,2013,52.52,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
13,2012,0.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
14,2011,0.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
15,2010,0.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
16,2009,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
17,2008,45.18,+129.34%,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
18,2007,19.7,+40.71%,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
19,2006,14.0,,https://www.dohod.ru/ik/analytics/dividend/svav,SVAV
0,след 12m. (прогноз),617.59,+174.48%,https://www.dohod.ru/ik/analytics/dividend/belu,BELU
1,2024,225.0,-73.68%,https://www.dohod.ru/ik/analytics/dividend/belu,BELU
2,2023,855.0,+214.06%,https://www.dohod.ru/ik/analytics/dividend/belu,BELU
3,2022,272.24,+67.26%,https://www.dohod.ru/ik/analytics/dividend/belu,BELU
4,2021,162.76,+287.52%,https://www.dohod.ru/ik/analytics/dividend/belu,BELU
5,2020,42.0,,https://www.dohod.ru/ik/analytics/dividend/belu,BELU
0,след 12m. (прогноз),177.2,0%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
1,2024,177.2,+6.33%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
2,2023,166.65,+58.76%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
3,2022,104.97,+13.8%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
4,2021,92.24,-20.56%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
5,2020,116.12,+8.46%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
6,2019,107.06,+41.27%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
7,2018,75.78,-7.27%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
8,2017,81.72,+892.58%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
9,2016,8.23,+8.63%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
10,2015,7.58,+4.65%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
11,2014,7.24,+5.71%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
12,2013,6.85,-4.39%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
13,2012,7.17,+127.68%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
14,2011,3.15,+25.7%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
15,2010,2.5,+5.75%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
16,2009,2.37,-8.42%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
17,2008,2.59,+14.69%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
18,2007,2.25,-23.94%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
19,2006,2.96,-7.91%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
20,2005,3.22,-68.42%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
21,2004,10.19,+17.82%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
22,2003,8.65,-3.64%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
23,2002,8.98,+26.91%,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
24,2001,7.07,,https://www.dohod.ru/ik/analytics/dividend/trnfp,TRNFP
0,след 12m. (прогноз),0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
1,2024,0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
2,2023,0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
3,2022,0.25,-50%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
4,2021,0.5,+100%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
5,2020,0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
6,2019,0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
7,2018,0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
8,2017,0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
9,2016,0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
10,2015,0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
11,2014,0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
12,2013,0.25,0%,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
13,2012,0.25,,https://www.dohod.ru/ik/analytics/dividend/kzosp,KZOSP
0,след 12m. (прогноз),56.05,-60.25%,https://www.dohod.ru/ik/analytics/dividend/mdmg,MDMG
1,2024,141.0,,https://www.dohod.ru/ik/analytics/dividend/mdmg,MDMG
2,2023,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mdmg,MDMG
3,2022,8.51,-77.24%,https://www.dohod.ru/ik/analytics/dividend/mdmg,MDMG
4,2021,37.39,,https://www.dohod.ru/ik/analytics/dividend/mdmg,MDMG
0,след 12m. (прогноз),0.0502,+2.66%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
1,2024,0.0489,-3.89%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
2,2023,0.0508,+18.67%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
3,2022,0.0428,+9.03%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
4,2021,0.0393,+94.46%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
5,2020,0.0202,+4.61%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
6,2019,0.0193,+0.5098%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
7,2018,0.0192,+111.23%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
8,2017,0.0091,-19.89%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
9,2016,0.0114,+127.2%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
10,2015,0.005,-53.27%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
11,2014,0.0107,+0.9434%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
12,2013,0.0106,+4.33%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
13,2012,0.0102,+7.63%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
14,2011,0.00944,+69.97%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
15,2010,0.005554,-45.06%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
16,2009,0.0101,-19.57%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
17,2008,0.0126,+24.83%,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
18,2007,0.0101,,https://www.dohod.ru/ik/analytics/dividend/ttlk,TTLK
0,след 12m. (прогноз),0.4249,0%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
1,2024,0.4249,+622.62%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
2,2023,0.0588,-92.57%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
3,2022,0.7914,+201.37%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
4,2021,0.2626,+177.3%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
5,2020,0.0947,+169.03%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
6,2019,0.0352,-74.23%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
7,2018,0.1366,+2.63%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
8,2017,0.1331,,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
9,2016,0.0,,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
10,2015,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
11,2014,0.0391,-76.03%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
12,2013,0.1631,,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
13,2012,0.0,,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
14,2011,0.0,,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
15,2010,0.0,,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
16,2009,0.0,,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
17,2008,0.0,,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
18,2007,0.0,,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
19,2006,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
20,2005,0.1905,+39.49%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
21,2004,0.1366,-87.05%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
22,2003,1.05,+217.39%,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
23,2002,0.3324,,https://www.dohod.ru/ik/analytics/dividend/lsng,LSNG
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrky,MRKY
1,2019,0.0068417,+25.2%,https://www.dohod.ru/ik/analytics/dividend/mrky,MRKY
2,2018,0.0054644,,https://www.dohod.ru/ik/analytics/dividend/mrky,MRKY
3,2017,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrky,MRKY
4,2016,0.0028527,,https://www.dohod.ru/ik/analytics/dividend/mrky,MRKY
5,2015,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/mrky,MRKY
6,2014,0.00014,,https://www.dohod.ru/ik/analytics/dividend/mrky,MRKY
0,след 12m. (прогноз),1.15,-13.55%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
1,2024,1.33,+17.46%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
2,2023,1.13,+33.88%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
3,2022,0.8466,+30.83%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
4,2021,0.6471,+6.7%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
5,2020,0.6065,+33.3%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
6,2019,0.455,-10.29%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
7,2018,0.5072,+14.15%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
8,2017,0.4443,-42.05%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
9,2016,0.7667,,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
10,2014,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
11,2013,0.5841,,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
12,2012,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
13,2011,0.5113,+184%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
14,2010,0.18,-62.53%,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
15,2009,0.4805,,https://www.dohod.ru/ik/analytics/dividend/krsb,KRSB
0,след 12m. (прогноз),6.0,+10.16%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
1,2023,5.45,+19.44%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
2,2022,4.56,-8.8%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
3,2021,5.0,0%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
4,2020,5.0,+100%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
5,2019,2.5,-66.87%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
6,2018,7.55,+40.07%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
7,2017,5.39,-8.93%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
8,2016,5.92,+77.05%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
9,2015,3.34,+7.22%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
10,2014,3.12,+27.87%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
11,2013,2.44,-48.11%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
12,2012,4.7,,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
13,2011,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
14,2010,2.51,+29.39%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
15,2009,1.94,+0.0567%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
16,2008,1.94,+31.16%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
17,2007,1.48,-5.3%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
18,2006,1.56,+7.02%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
19,2005,1.46,+66.21%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
20,2004,0.878,+61.55%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
21,2003,0.5435,+153.37%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
22,2002,0.2145,+31.27%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
23,2001,0.1634,-0.6687%,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
24,2000,0.1645,,https://www.dohod.ru/ik/analytics/dividend/rtkm,RTKM
0,след 12m. (прогноз),1.14,0%,https://www.dohod.ru/ik/analytics/dividend/svcb,SVCB
1,2024,1.14,,https://www.dohod.ru/ik/analytics/dividend/svcb,SVCB
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
1,2021,50.23,-46.3%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
2,2020,93.55,+0.0744%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
3,2019,93.48,+7.16%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
4,2018,87.23,+4.09%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
5,2017,83.8,+541.93%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
6,2016,13.06,,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
7,2015,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
8,2014,22.05,+1.83%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
9,2013,21.65,+14.28%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
10,2012,18.95,+81.95%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
11,2011,10.41,+134.83%,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
12,2010,4.43,,https://www.dohod.ru/ik/analytics/dividend/gltr,GLTR
0,след 12m. (прогноз),249.69,0%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
1,2024,249.69,+24.91%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
2,2023,199.89,+70.42%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
3,2022,117.29,,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
4,2021,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
5,2020,107.81,-32.17%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
6,2019,158.95,0%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
7,2018,158.95,+7.17%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
8,2017,148.31,-9.57%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
9,2016,164.0,+45.13%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
10,2015,113.0,-46.45%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
11,2014,211.0,-5.38%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
12,2013,223.0,+125.25%,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
13,2012,99.0,,https://www.dohod.ru/ik/analytics/dividend/bane,BANE
0,след 12m. (прогноз),563.57,-0.04%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
1,2023,563.8,+0.0070952%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
2,2022,563.76,,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
3,2021,0.0,,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
4,2020,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
5,2019,1758.02,+6.78%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
6,2018,1646.45,-20.18%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
7,2017,2062.68,+61.88%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
8,2016,1274.22,-21.3%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
9,2015,1619.07,+203.25%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
10,2014,533.91,+90.8%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
11,2013,279.83,+955.17%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
12,2012,26.52,+420%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
13,2011,5.1,+240%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
14,2010,1.5,-93.52%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
15,2009,23.14,-57.08%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
16,2008,53.92,+6.08%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
17,2007,50.83,+34.19%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
18,2006,37.88,+30.62%,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
19,2005,29.0,,https://www.dohod.ru/ik/analytics/dividend/vsmo,VSMO
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/tcsg,TCSG
1,2021,17.51,-70.85%,https://www.dohod.ru/ik/analytics/dividend/tcsg,TCSG
2,2020,60.08,,https://www.dohod.ru/ik/analytics/dividend/tcsg,TCSG
0,след 12m. (прогноз),0.0,,https://www.dohod.ru/ik/analytics/dividend/enpg,ENPG
0,след 12m. (прогноз),78.83,+304.48%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
1,2024,19.49,-79.51%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
2,2023,95.1,+10.87%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
3,2022,85.78,+71.56%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
4,2021,50.0,+101.45%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
5,2020,24.82,-4.87%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
6,2019,26.09,-3.55%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
7,2018,27.05,+30.8%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
8,2017,20.68,+3660%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
9,2016,0.55,-92.92%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
10,2015,7.77,-21.59%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
11,2014,9.91,-25.99%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
12,2013,13.39,+83.42%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
13,2012,7.3,+64.41%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
14,2011,4.44,+24.37%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
15,2010,3.57,-33.89%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
16,2009,5.4,0%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
17,2008,5.4,-33.19%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
18,2007,8.08,+2.31%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
19,2006,7.9,-43.21%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
20,2005,13.91,,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
21,2004,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
22,2003,7.9,,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
23,2002,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
24,2001,6.11,+1936.67%,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
25,2000,0.3,,https://www.dohod.ru/ik/analytics/dividend/sibn,SIBN
0,след 12m. (прогноз),0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
1,2023,0.0503,-5.27%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
2,2022,0.053,+0.0022055%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
3,2021,0.053,+48.68%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
4,2020,0.0357,-2.88%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
5,2019,0.0367,+39.51%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
6,2018,0.0263,-43.52%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
7,2017,0.0466,+19.97%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
8,2016,0.0389,+148.83%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
9,2015,0.0156,+14.95%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
10,2014,0.0136,+42.19%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
11,2013,0.0095561,+21.07%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
12,2012,0.0078932,-8.23%,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
13,2011,0.0086009,,https://www.dohod.ru/ik/analytics/dividend/hydr,HYDR
0,след 12m. (прогноз),5.28,,https://www.dohod.ru/ik/analytics/dividend/deli,DELI
0,след 12m. (прогноз),16.25,+70.86%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
1,2024,9.51,-29.29%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
2,2023,13.45,-22.16%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
3,2022,17.28,-36.89%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
4,2021,27.38,+812.67%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
5,2020,3.0,+17.65%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
6,2019,2.55,+11.84%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
7,2018,2.28,+16.33%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
8,2017,1.96,+1.03%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
9,2016,1.94,-19.83%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
10,2015,2.42,+105.61%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
11,2014,1.18,-37.39%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
12,2013,1.88,-55.24%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
13,2012,4.2,+135.96%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
14,2011,1.78,,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
15,2010,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
16,2009,1.44,-48.2%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
17,2008,2.78,-64.94%,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
18,2007,7.93,,https://www.dohod.ru/ik/analytics/dividend/trmk,TRMK
0,след 12m. (прогноз),0.3685,+13.05%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
1,2024,0.326,+14.93%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
2,2023,0.2837,+19.9%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
3,2022,0.2366,+30.92%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
4,2021,0.1807,-7.89%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
5,2020,0.1962,+14.31%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
6,2019,0.1716,+31.64%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
7,2018,0.1304,-11.2%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
8,2017,0.1468,+723.76%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
9,2016,0.0178,+1614.28%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
10,2015,0.0010397,,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
11,2014,0.0,,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
12,2013,0.0,,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
13,2012,0.0,-100%,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
14,2011,0.001544,,https://www.dohod.ru/ik/analytics/dividend/irao,IRAO
0,след 12m. (прогноз),12.29,0%,https://www.dohod.ru/ik/analytics/dividend/sngsp,SNGSP
1,2024,12.29,+1436.25%,https://www.dohod.ru/ik/analytics/dividend/sngsp,SNGSP
2,2023,0.8,-83.09%,https://www.dohod.ru/ik/analytics/dividend/sngsp,SNGSP
3,2022,4.73,-29.61%,https://www.dohod.ru/ik/analytics/dividend/sngsp,SNGSP
